t_ms,side,layer,event,rtt_ms_est,latency_ms,jitter_ms,loss_rate,reorder_rate,goodput_bps,snr_db_est,ber,per,cfo_hz_est,lock_ratio,hs_time_ms,rekey_ms,aead_fail_cnt
2320,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2320,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2320,L,audioblock,rx,,,,,,,inf,,,,,,,
2320,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2320,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2330,R,audioblock,rx,,,,,,,inf,,,,,,,
2330,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2330,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2330,L,audioblock,rx,,,,,,,inf,,,,,,,
2330,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2330,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2340,R,audioblock,rx,,,,,,,inf,,,,,,,
2340,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2340,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2340,L,audioblock,rx,,,,,,,inf,,,,,,,
2340,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2340,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2350,R,audioblock,rx,,,,,,,inf,,,,,,,
2350,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2350,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2350,L,audioblock,rx,,,,,,,inf,,,,,,,
2350,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2350,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2360,R,audioblock,rx,,,,,,,inf,,,,,,,
2360,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2360,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2360,L,audioblock,rx,,,,,,,inf,,,,,,,
2360,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2360,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2370,R,audioblock,rx,,,,,,,inf,,,,,,,
2370,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2370,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2370,L,audioblock,rx,,,,,,,inf,,,,,,,
2370,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2370,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2380,R,audioblock,rx,,,,,,,inf,,,,,,,
2380,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2380,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2380,L,audioblock,rx,,,,,,,inf,,,,,,,
2380,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2380,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2390,R,audioblock,rx,,,,,,,inf,,,,,,,
2390,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2390,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2390,L,audioblock,rx,,,,,,,inf,,,,,,,
2390,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2390,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2400,R,audioblock,rx,,,,,,,inf,,,,,,,
2400,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2400,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2400,L,audioblock,rx,,,,,,,inf,,,,,,,
2400,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2400,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2410,R,audioblock,rx,,,,,,,inf,,,,,,,
2410,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2410,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2410,L,audioblock,rx,,,,,,,inf,,,,,,,
2410,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2410,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2420,R,audioblock,rx,,,,,,,inf,,,,,,,
2420,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2420,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2420,L,audioblock,rx,,,,,,,inf,,,,,,,
2420,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2420,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2430,R,audioblock,rx,,,,,,,inf,,,,,,,
2430,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2430,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2430,L,audioblock,rx,,,,,,,inf,,,,,,,
2430,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2430,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2440,R,audioblock,rx,,,,,,,inf,,,,,,,
2440,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2440,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2440,L,audioblock,rx,,,,,,,inf,,,,,,,
2440,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2440,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2450,R,audioblock,rx,,,,,,,inf,,,,,,,
2450,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2450,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2450,L,audioblock,rx,,,,,,,inf,,,,,,,
2450,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2450,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2460,R,audioblock,rx,,,,,,,inf,,,,,,,
2460,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2460,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2460,L,audioblock,rx,,,,,,,inf,,,,,,,
2460,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2460,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2470,R,audioblock,rx,,,,,,,inf,,,,,,,
2470,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2470,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2470,L,audioblock,rx,,,,,,,inf,,,,,,,
2470,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2470,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2480,R,audioblock,rx,,,,,,,inf,,,,,,,
2480,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2480,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2480,L,audioblock,rx,,,,,,,inf,,,,,,,
2480,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2480,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2490,R,audioblock,rx,,,,,,,inf,,,,,,,
2490,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2490,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2490,L,audioblock,rx,,,,,,,inf,,,,,,,
2490,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2490,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2500,R,audioblock,rx,,,,,,,inf,,,,,,,
2500,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2500,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2500,L,audioblock,rx,,,,,,,inf,,,,,,,
2500,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2500,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2510,R,audioblock,rx,,,,,,,inf,,,,,,,
2510,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2510,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2510,L,audioblock,rx,,,,,,,inf,,,,,,,
2510,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2510,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2520,R,audioblock,rx,,,,,,,inf,,,,,,,
2520,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2520,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2520,L,audioblock,rx,,,,,,,inf,,,,,,,
2520,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2520,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2530,R,audioblock,rx,,,,,,,inf,,,,,,,
2530,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2530,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2530,L,audioblock,rx,,,,,,,inf,,,,,,,
2530,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2530,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2540,R,audioblock,rx,,,,,,,inf,,,,,,,
2540,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2540,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2540,L,audioblock,rx,,,,,,,inf,,,,,,,
2540,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2540,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2550,R,audioblock,rx,,,,,,,inf,,,,,,,
2550,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2550,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2550,L,audioblock,rx,,,,,,,inf,,,,,,,
2550,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2550,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2560,R,audioblock,rx,,,,,,,inf,,,,,,,
2560,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2560,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2560,L,audioblock,rx,,,,,,,inf,,,,,,,
2560,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2560,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2570,R,audioblock,rx,,,,,,,inf,,,,,,,
2570,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2570,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2570,L,audioblock,rx,,,,,,,inf,,,,,,,
2570,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2570,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2580,R,audioblock,rx,,,,,,,inf,,,,,,,
2580,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2580,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2580,L,audioblock,rx,,,,,,,inf,,,,,,,
2580,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2580,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2590,R,audioblock,rx,,,,,,,inf,,,,,,,
2590,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2590,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2590,L,audioblock,rx,,,,,,,inf,,,,,,,
2590,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2590,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2600,R,audioblock,rx,,,,,,,inf,,,,,,,
2600,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2600,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2600,L,audioblock,rx,,,,,,,inf,,,,,,,
2600,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2600,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2610,R,audioblock,rx,,,,,,,inf,,,,,,,
2610,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2610,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2610,L,audioblock,rx,,,,,,,inf,,,,,,,
2610,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2610,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2620,R,audioblock,rx,,,,,,,inf,,,,,,,
2620,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2620,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2620,L,audioblock,rx,,,,,,,inf,,,,,,,
2620,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2620,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2630,R,audioblock,rx,,,,,,,inf,,,,,,,
2630,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2630,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2630,L,audioblock,rx,,,,,,,inf,,,,,,,
2630,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2630,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2640,R,audioblock,rx,,,,,,,inf,,,,,,,
2640,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2640,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2640,L,audioblock,rx,,,,,,,inf,,,,,,,
2640,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2640,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2650,R,audioblock,rx,,,,,,,inf,,,,,,,
2650,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2650,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2650,L,audioblock,rx,,,,,,,inf,,,,,,,
2650,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2650,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2660,R,audioblock,rx,,,,,,,inf,,,,,,,
2660,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2660,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2660,L,audioblock,rx,,,,,,,inf,,,,,,,
2660,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2660,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2670,R,audioblock,rx,,,,,,,inf,,,,,,,
2670,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2670,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2670,L,audioblock,rx,,,,,,,inf,,,,,,,
2670,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2670,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2680,R,audioblock,rx,,,,,,,inf,,,,,,,
2680,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2680,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2680,L,audioblock,rx,,,,,,,inf,,,,,,,
2680,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2680,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2690,R,audioblock,rx,,,,,,,inf,,,,,,,
2690,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2690,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2690,L,audioblock,rx,,,,,,,inf,,,,,,,
2690,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2690,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2700,R,audioblock,rx,,,,,,,inf,,,,,,,
2700,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2700,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2700,L,audioblock,rx,,,,,,,inf,,,,,,,
2700,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2700,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2710,R,audioblock,rx,,,,,,,inf,,,,,,,
2710,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2710,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2710,L,audioblock,rx,,,,,,,inf,,,,,,,
2710,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2710,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2720,R,audioblock,rx,,,,,,,inf,,,,,,,
2720,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2720,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2720,L,audioblock,rx,,,,,,,inf,,,,,,,
2720,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2720,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2730,R,audioblock,rx,,,,,,,inf,,,,,,,
2730,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2730,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2730,L,audioblock,rx,,,,,,,inf,,,,,,,
2730,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2730,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2740,R,audioblock,rx,,,,,,,inf,,,,,,,
2740,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2740,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2740,L,audioblock,rx,,,,,,,inf,,,,,,,
2740,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2740,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2750,R,audioblock,rx,,,,,,,inf,,,,,,,
2750,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2750,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2750,L,audioblock,rx,,,,,,,inf,,,,,,,
2750,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2750,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2760,R,audioblock,rx,,,,,,,inf,,,,,,,
2760,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2760,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2760,L,audioblock,rx,,,,,,,inf,,,,,,,
2760,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2760,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2770,R,audioblock,rx,,,,,,,inf,,,,,,,
2770,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2770,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2770,L,audioblock,rx,,,,,,,inf,,,,,,,
2770,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2770,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2780,R,audioblock,rx,,,,,,,inf,,,,,,,
2780,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2780,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2780,L,audioblock,rx,,,,,,,inf,,,,,,,
2780,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2780,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2790,R,audioblock,rx,,,,,,,inf,,,,,,,
2790,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2790,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2790,L,audioblock,rx,,,,,,,inf,,,,,,,
2790,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2790,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2800,R,audioblock,rx,,,,,,,inf,,,,,,,
2800,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2800,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2800,L,audioblock,rx,,,,,,,inf,,,,,,,
2800,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2800,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2810,R,audioblock,rx,,,,,,,inf,,,,,,,
2810,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2810,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2810,L,audioblock,rx,,,,,,,inf,,,,,,,
2810,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2810,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2820,R,audioblock,rx,,,,,,,inf,,,,,,,
2820,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2820,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2820,L,audioblock,rx,,,,,,,inf,,,,,,,
2820,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2820,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2830,R,audioblock,rx,,,,,,,inf,,,,,,,
2830,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2830,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2830,L,audioblock,rx,,,,,,,inf,,,,,,,
2830,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2830,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2840,R,audioblock,rx,,,,,,,inf,,,,,,,
2840,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2840,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2840,L,audioblock,rx,,,,,,,inf,,,,,,,
2840,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2840,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2850,R,audioblock,rx,,,,,,,inf,,,,,,,
2850,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2850,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2850,L,audioblock,rx,,,,,,,inf,,,,,,,
2850,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2850,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2860,R,audioblock,rx,,,,,,,inf,,,,,,,
2860,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2860,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2860,L,audioblock,rx,,,,,,,inf,,,,,,,
2860,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2860,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2870,R,audioblock,rx,,,,,,,inf,,,,,,,
2870,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2870,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2870,L,audioblock,rx,,,,,,,inf,,,,,,,
2870,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2870,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2880,R,audioblock,rx,,,,,,,inf,,,,,,,
2880,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2880,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2880,L,audioblock,rx,,,,,,,inf,,,,,,,
2880,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2880,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2890,R,audioblock,rx,,,,,,,inf,,,,,,,
2890,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2890,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2890,L,audioblock,rx,,,,,,,inf,,,,,,,
2890,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2890,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2900,R,audioblock,rx,,,,,,,inf,,,,,,,
2900,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2900,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2900,L,audioblock,rx,,,,,,,inf,,,,,,,
2900,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2900,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2910,R,audioblock,rx,,,,,,,inf,,,,,,,
2910,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2910,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2910,L,audioblock,rx,,,,,,,inf,,,,,,,
2910,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2910,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2920,R,audioblock,rx,,,,,,,inf,,,,,,,
2920,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2920,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2920,L,audioblock,rx,,,,,,,inf,,,,,,,
2920,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2920,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2930,R,audioblock,rx,,,,,,,inf,,,,,,,
2930,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2930,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2930,L,audioblock,rx,,,,,,,inf,,,,,,,
2930,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2930,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2940,R,audioblock,rx,,,,,,,inf,,,,,,,
2940,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2940,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2940,L,audioblock,rx,,,,,,,inf,,,,,,,
2940,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2940,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2950,R,audioblock,rx,,,,,,,inf,,,,,,,
2950,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2950,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2950,L,audioblock,rx,,,,,,,inf,,,,,,,
2950,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2950,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2960,R,audioblock,rx,,,,,,,inf,,,,,,,
2960,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2960,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2960,L,audioblock,rx,,,,,,,inf,,,,,,,
2960,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2960,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2970,R,audioblock,rx,,,,,,,inf,,,,,,,
2970,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2970,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2970,L,audioblock,rx,,,,,,,inf,,,,,,,
2970,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2970,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2980,R,audioblock,rx,,,,,,,inf,,,,,,,
2980,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2980,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2980,L,audioblock,rx,,,,,,,inf,,,,,,,
2980,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2980,L,audioblock,rx,,0.000000,,,,,,,,,,,,
2990,R,audioblock,rx,,,,,,,inf,,,,,,,
2990,L,audioblock,tx,120.000000,,,,,,,,,,,,,
2990,R,audioblock,rx,,0.000000,,,,,,,,,,,,
2990,L,audioblock,rx,,,,,,,inf,,,,,,,
2990,R,audioblock,tx,120.000000,,,,,,,,,,,,,
2990,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3000,R,audioblock,rx,,,,,,,inf,,,,,,,
3000,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3000,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3000,L,audioblock,rx,,,,,,,inf,,,,,,,
3000,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3000,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3010,R,audioblock,rx,,,,,,,inf,,,,,,,
3010,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3010,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3010,L,audioblock,rx,,,,,,,inf,,,,,,,
3010,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3010,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3020,R,audioblock,rx,,,,,,,inf,,,,,,,
3020,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3020,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3020,L,audioblock,rx,,,,,,,inf,,,,,,,
3020,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3020,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3030,R,audioblock,rx,,,,,,,inf,,,,,,,
3030,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3030,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3030,L,audioblock,rx,,,,,,,inf,,,,,,,
3030,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3030,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3040,R,audioblock,rx,,,,,,,inf,,,,,,,
3040,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3040,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3040,L,audioblock,rx,,,,,,,inf,,,,,,,
3040,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3040,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3050,R,audioblock,rx,,,,,,,inf,,,,,,,
3050,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3050,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3050,L,audioblock,rx,,,,,,,inf,,,,,,,
3050,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3050,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3060,R,audioblock,rx,,,,,,,inf,,,,,,,
3060,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3060,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3060,L,audioblock,rx,,,,,,,inf,,,,,,,
3060,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3060,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3070,R,audioblock,rx,,,,,,,inf,,,,,,,
3070,L,audioblock,tx,120.000000,,,,,,,,,,,,,
3070,R,audioblock,rx,,0.000000,,,,,,,,,,,,
3070,L,audioblock,rx,,,,,,,inf,,,,,,,
3070,R,audioblock,tx,120.000000,,,,,,,,,,,,,
3070,L,audioblock,rx,,0.000000,,,,,,,,,,,,
3080,R,audioblock,rx,,,,,,,inf,,,,,,,
3080,L,audioblock,tx,120.000000,,,,,,,,,,,,,
