t_ms,side,layer,event,rtt_ms_est,latency_ms,jitter_ms,loss_rate,reorder_rate,goodput_bps,snr_db_est,ber,per,cfo_hz_est,lock_ratio,hs_time_ms,rekey_ms,aead_fail_cnt
0,R,audioblock,rx,,,,,,,inf,,,,,,,
0,L,audioblock,tx,120.000000,,,,,,,,,,,,,
0,R,audioblock,rx,,0.000000,,,,,,,,,,,,
0,L,audioblock,rx,,,,,,,inf,,,,,,,
0,R,audioblock,tx,120.000000,,,,,,,,,,,,,
0,L,audioblock,rx,,0.000000,,,,,,,,,,,,
10,R,audioblock,rx,,,,,,,inf,,,,,,,
10,L,audioblock,tx,120.000000,,,,,,,,,,,,,
10,R,audioblock,rx,,0.000000,,,,,,,,,,,,
10,L,audioblock,rx,,,,,,,inf,,,,,,,
10,R,audioblock,tx,120.000000,,,,,,,,,,,,,
10,L,audioblock,rx,,0.000000,,,,,,,,,,,,
20,R,audioblock,rx,,,,,,,inf,,,,,,,
20,L,audioblock,tx,120.000000,,,,,,,,,,,,,
20,R,audioblock,rx,,0.000000,,,,,,,,,,,,
20,L,audioblock,rx,,,,,,,inf,,,,,,,
20,R,audioblock,tx,120.000000,,,,,,,,,,,,,
20,L,audioblock,rx,,0.000000,,,,,,,,,,,,
30,R,audioblock,rx,,,,,,,inf,,,,,,,
30,L,audioblock,tx,120.000000,,,,,,,,,,,,,
30,R,audioblock,rx,,0.000000,,,,,,,,,,,,
30,L,audioblock,rx,,,,,,,inf,,,,,,,
30,R,audioblock,tx,120.000000,,,,,,,,,,,,,
30,L,audioblock,rx,,0.000000,,,,,,,,,,,,
40,R,audioblock,rx,,,,,,,inf,,,,,,,
40,L,audioblock,tx,120.000000,,,,,,,,,,,,,
40,R,audioblock,rx,,0.000000,,,,,,,,,,,,
40,L,audioblock,rx,,,,,,,inf,,,,,,,
40,R,audioblock,tx,120.000000,,,,,,,,,,,,,
40,L,audioblock,rx,,0.000000,,,,,,,,,,,,
50,R,audioblock,rx,,,,,,,inf,,,,,,,
50,L,audioblock,tx,120.000000,,,,,,,,,,,,,
50,R,audioblock,rx,,0.000000,,,,,,,,,,,,
50,L,audioblock,rx,,,,,,,inf,,,,,,,
50,R,audioblock,tx,120.000000,,,,,,,,,,,,,
50,L,audioblock,rx,,0.000000,,,,,,,,,,,,
60,R,audioblock,rx,,,,,,,inf,,,,,,,
60,L,audioblock,tx,120.000000,,,,,,,,,,,,,
60,R,audioblock,rx,,0.000000,,,,,,,,,,,,
60,L,audioblock,rx,,,,,,,inf,,,,,,,
60,R,audioblock,tx,120.000000,,,,,,,,,,,,,
60,L,audioblock,rx,,0.000000,,,,,,,,,,,,
70,R,audioblock,rx,,,,,,,inf,,,,,,,
70,L,audioblock,tx,120.000000,,,,,,,,,,,,,
70,R,audioblock,rx,,0.000000,,,,,,,,,,,,
70,L,audioblock,rx,,,,,,,inf,,,,,,,
70,R,audioblock,tx,120.000000,,,,,,,,,,,,,
70,L,audioblock,rx,,0.000000,,,,,,,,,,,,
80,R,audioblock,rx,,,,,,,inf,,,,,,,
80,L,audioblock,tx,120.000000,,,,,,,,,,,,,
80,R,audioblock,rx,,0.000000,,,,,,,,,,,,
80,L,audioblock,rx,,,,,,,inf,,,,,,,
80,R,audioblock,tx,120.000000,,,,,,,,,,,,,
80,L,audioblock,rx,,0.000000,,,,,,,,,,,,
90,R,audioblock,rx,,,,,,,inf,,,,,,,
90,L,audioblock,tx,120.000000,,,,,,,,,,,,,
90,R,audioblock,rx,,0.000000,,,,,,,,,,,,
90,L,audioblock,rx,,,,,,,inf,,,,,,,
90,R,audioblock,tx,120.000000,,,,,,,,,,,,,
90,L,audioblock,rx,,0.000000,,,,,,,,,,,,
100,R,audioblock,rx,,,,,,,inf,,,,,,,
100,L,audioblock,tx,120.000000,,,,,,,,,,,,,
100,R,audioblock,rx,,0.000000,,,,,,,,,,,,
100,L,audioblock,rx,,,,,,,inf,,,,,,,
100,R,audioblock,tx,120.000000,,,,,,,,,,,,,
100,L,audioblock,rx,,0.000000,,,,,,,,,,,,
110,R,audioblock,rx,,,,,,,inf,,,,,,,
110,L,audioblock,tx,120.000000,,,,,,,,,,,,,
110,R,audioblock,rx,,0.000000,,,,,,,,,,,,
110,L,audioblock,rx,,,,,,,inf,,,,,,,
110,R,audioblock,tx,120.000000,,,,,,,,,,,,,
110,L,audioblock,rx,,0.000000,,,,,,,,,,,,
120,R,audioblock,rx,,,,,,,inf,,,,,,,
120,L,audioblock,tx,120.000000,,,,,,,,,,,,,
120,R,audioblock,rx,,0.000000,,,,,,,,,,,,
120,L,audioblock,rx,,,,,,,inf,,,,,,,
120,R,audioblock,tx,120.000000,,,,,,,,,,,,,
120,L,audioblock,rx,,0.000000,,,,,,,,,,,,
130,R,audioblock,rx,,,,,,,inf,,,,,,,
130,L,audioblock,tx,120.000000,,,,,,,,,,,,,
130,R,audioblock,rx,,0.000000,,,,,,,,,,,,
130,L,audioblock,rx,,,,,,,inf,,,,,,,
130,R,audioblock,tx,120.000000,,,,,,,,,,,,,
130,L,audioblock,rx,,0.000000,,,,,,,,,,,,
140,R,audioblock,rx,,,,,,,inf,,,,,,,
140,L,audioblock,tx,120.000000,,,,,,,,,,,,,
140,R,audioblock,rx,,0.000000,,,,,,,,,,,,
140,L,audioblock,rx,,,,,,,inf,,,,,,,
140,R,audioblock,tx,120.000000,,,,,,,,,,,,,
140,L,audioblock,rx,,0.000000,,,,,,,,,,,,
150,R,audioblock,rx,,,,,,,inf,,,,,,,
150,L,audioblock,tx,120.000000,,,,,,,,,,,,,
150,R,audioblock,rx,,0.000000,,,,,,,,,,,,
150,L,audioblock,rx,,,,,,,inf,,,,,,,
150,R,audioblock,tx,120.000000,,,,,,,,,,,,,
150,L,audioblock,rx,,0.000000,,,,,,,,,,,,
160,R,audioblock,rx,,,,,,,inf,,,,,,,
160,L,audioblock,tx,120.000000,,,,,,,,,,,,,
160,R,audioblock,rx,,0.000000,,,,,,,,,,,,
160,L,audioblock,rx,,,,,,,inf,,,,,,,
160,R,audioblock,tx,120.000000,,,,,,,,,,,,,
160,L,audioblock,rx,,0.000000,,,,,,,,,,,,
170,R,audioblock,rx,,,,,,,inf,,,,,,,
170,L,audioblock,tx,120.000000,,,,,,,,,,,,,
170,R,audioblock,rx,,0.000000,,,,,,,,,,,,
170,L,audioblock,rx,,,,,,,inf,,,,,,,
170,R,audioblock,tx,120.000000,,,,,,,,,,,,,
170,L,audioblock,rx,,0.000000,,,,,,,,,,,,
180,R,audioblock,rx,,,,,,,inf,,,,,,,
180,L,audioblock,tx,120.000000,,,,,,,,,,,,,
180,R,audioblock,rx,,0.000000,,,,,,,,,,,,
180,L,audioblock,rx,,,,,,,inf,,,,,,,
180,R,audioblock,tx,120.000000,,,,,,,,,,,,,
180,L,audioblock,rx,,0.000000,,,,,,,,,,,,
190,R,audioblock,rx,,,,,,,inf,,,,,,,
190,L,audioblock,tx,120.000000,,,,,,,,,,,,,
190,R,audioblock,rx,,0.000000,,,,,,,,,,,,
190,L,audioblock,rx,,,,,,,inf,,,,,,,
190,R,audioblock,tx,120.000000,,,,,,,,,,,,,
190,L,audioblock,rx,,0.000000,,,,,,,,,,,,
200,R,audioblock,rx,,,,,,,inf,,,,,,,
200,L,audioblock,tx,120.000000,,,,,,,,,,,,,
200,R,audioblock,rx,,0.000000,,,,,,,,,,,,
200,L,audioblock,rx,,,,,,,inf,,,,,,,
200,R,audioblock,tx,120.000000,,,,,,,,,,,,,
200,L,audioblock,rx,,0.000000,,,,,,,,,,,,
210,R,audioblock,rx,,,,,,,inf,,,,,,,
210,L,audioblock,tx,120.000000,,,,,,,,,,,,,
210,R,audioblock,rx,,0.000000,,,,,,,,,,,,
210,L,audioblock,rx,,,,,,,inf,,,,,,,
210,R,audioblock,tx,120.000000,,,,,,,,,,,,,
210,L,audioblock,rx,,0.000000,,,,,,,,,,,,
220,R,audioblock,rx,,,,,,,inf,,,,,,,
220,L,audioblock,tx,120.000000,,,,,,,,,,,,,
220,R,audioblock,rx,,0.000000,,,,,,,,,,,,
220,L,audioblock,rx,,,,,,,inf,,,,,,,
220,R,audioblock,tx,120.000000,,,,,,,,,,,,,
220,L,audioblock,rx,,0.000000,,,,,,,,,,,,
230,R,audioblock,rx,,,,,,,inf,,,,,,,
230,L,audioblock,tx,120.000000,,,,,,,,,,,,,
230,R,audioblock,rx,,0.000000,,,,,,,,,,,,
230,L,audioblock,rx,,,,,,,inf,,,,,,,
230,R,audioblock,tx,120.000000,,,,,,,,,,,,,
230,L,audioblock,rx,,0.000000,,,,,,,,,,,,
240,R,audioblock,rx,,,,,,,inf,,,,,,,
240,L,audioblock,tx,120.000000,,,,,,,,,,,,,
240,R,audioblock,rx,,0.000000,,,,,,,,,,,,
240,L,audioblock,rx,,,,,,,inf,,,,,,,
240,R,audioblock,tx,120.000000,,,,,,,,,,,,,
240,L,audioblock,rx,,0.000000,,,,,,,,,,,,
250,R,audioblock,rx,,,,,,,inf,,,,,,,
250,L,audioblock,tx,120.000000,,,,,,,,,,,,,
250,R,audioblock,rx,,0.000000,,,,,,,,,,,,
250,L,audioblock,rx,,,,,,,inf,,,,,,,
250,R,audioblock,tx,120.000000,,,,,,,,,,,,,
250,L,audioblock,rx,,0.000000,,,,,,,,,,,,
260,R,audioblock,rx,,,,,,,inf,,,,,,,
260,L,audioblock,tx,120.000000,,,,,,,,,,,,,
260,R,audioblock,rx,,0.000000,,,,,,,,,,,,
260,L,audioblock,rx,,,,,,,inf,,,,,,,
260,R,audioblock,tx,120.000000,,,,,,,,,,,,,
260,L,audioblock,rx,,0.000000,,,,,,,,,,,,
270,R,audioblock,rx,,,,,,,inf,,,,,,,
270,L,audioblock,tx,120.000000,,,,,,,,,,,,,
270,R,audioblock,rx,,0.000000,,,,,,,,,,,,
270,L,audioblock,rx,,,,,,,inf,,,,,,,
270,R,audioblock,tx,120.000000,,,,,,,,,,,,,
270,L,audioblock,rx,,0.000000,,,,,,,,,,,,
280,R,audioblock,rx,,,,,,,inf,,,,,,,
280,L,audioblock,tx,120.000000,,,,,,,,,,,,,
280,R,audioblock,rx,,0.000000,,,,,,,,,,,,
280,L,audioblock,rx,,,,,,,inf,,,,,,,
280,R,audioblock,tx,120.000000,,,,,,,,,,,,,
280,L,audioblock,rx,,0.000000,,,,,,,,,,,,
290,R,audioblock,rx,,,,,,,inf,,,,,,,
290,L,audioblock,tx,120.000000,,,,,,,,,,,,,
290,R,audioblock,rx,,0.000000,,,,,,,,,,,,
290,L,audioblock,rx,,,,,,,inf,,,,,,,
290,R,audioblock,tx,120.000000,,,,,,,,,,,,,
290,L,audioblock,rx,,0.000000,,,,,,,,,,,,
300,R,audioblock,rx,,,,,,,inf,,,,,,,
300,L,audioblock,tx,120.000000,,,,,,,,,,,,,
300,R,audioblock,rx,,0.000000,,,,,,,,,,,,
300,L,audioblock,rx,,,,,,,inf,,,,,,,
300,R,audioblock,tx,120.000000,,,,,,,,,,,,,
300,L,audioblock,rx,,0.000000,,,,,,,,,,,,
310,R,audioblock,rx,,,,,,,inf,,,,,,,
310,L,audioblock,tx,120.000000,,,,,,,,,,,,,
310,R,audioblock,rx,,0.000000,,,,,,,,,,,,
310,L,audioblock,rx,,,,,,,inf,,,,,,,
310,R,audioblock,tx,120.000000,,,,,,,,,,,,,
310,L,audioblock,rx,,0.000000,,,,,,,,,,,,
320,R,audioblock,rx,,,,,,,inf,,,,,,,
320,L,audioblock,tx,120.000000,,,,,,,,,,,,,
320,R,audioblock,rx,,0.000000,,,,,,,,,,,,
320,L,audioblock,rx,,,,,,,inf,,,,,,,
320,R,audioblock,tx,120.000000,,,,,,,,,,,,,
320,L,audioblock,rx,,0.000000,,,,,,,,,,,,
330,R,audioblock,rx,,,,,,,inf,,,,,,,
330,L,audioblock,tx,120.000000,,,,,,,,,,,,,
330,R,audioblock,rx,,0.000000,,,,,,,,,,,,
330,L,audioblock,rx,,,,,,,inf,,,,,,,
330,R,audioblock,tx,120.000000,,,,,,,,,,,,,
330,L,audioblock,rx,,0.000000,,,,,,,,,,,,
340,R,audioblock,rx,,,,,,,inf,,,,,,,
340,L,audioblock,tx,120.000000,,,,,,,,,,,,,
340,R,audioblock,rx,,0.000000,,,,,,,,,,,,
340,L,audioblock,rx,,,,,,,inf,,,,,,,
340,R,audioblock,tx,120.000000,,,,,,,,,,,,,
340,L,audioblock,rx,,0.000000,,,,,,,,,,,,
350,R,audioblock,rx,,,,,,,inf,,,,,,,
350,L,audioblock,tx,120.000000,,,,,,,,,,,,,
350,R,audioblock,rx,,0.000000,,,,,,,,,,,,
350,L,audioblock,rx,,,,,,,inf,,,,,,,
350,R,audioblock,tx,120.000000,,,,,,,,,,,,,
350,L,audioblock,rx,,0.000000,,,,,,,,,,,,
360,R,audioblock,rx,,,,,,,inf,,,,,,,
360,L,audioblock,tx,120.000000,,,,,,,,,,,,,
360,R,audioblock,rx,,0.000000,,,,,,,,,,,,
360,L,audioblock,rx,,,,,,,inf,,,,,,,
360,R,audioblock,tx,120.000000,,,,,,,,,,,,,
360,L,audioblock,rx,,0.000000,,,,,,,,,,,,
370,R,audioblock,rx,,,,,,,inf,,,,,,,
370,L,audioblock,tx,120.000000,,,,,,,,,,,,,
370,R,audioblock,rx,,0.000000,,,,,,,,,,,,
370,L,audioblock,rx,,,,,,,inf,,,,,,,
370,R,audioblock,tx,120.000000,,,,,,,,,,,,,
370,L,audioblock,rx,,0.000000,,,,,,,,,,,,
380,R,audioblock,rx,,,,,,,inf,,,,,,,
380,L,audioblock,tx,120.000000,,,,,,,,,,,,,
380,R,audioblock,rx,,0.000000,,,,,,,,,,,,
380,L,audioblock,rx,,,,,,,inf,,,,,,,
380,R,audioblock,tx,120.000000,,,,,,,,,,,,,
380,L,audioblock,rx,,0.000000,,,,,,,,,,,,
390,R,audioblock,rx,,,,,,,inf,,,,,,,
390,L,audioblock,tx,120.000000,,,,,,,,,,,,,
390,R,audioblock,rx,,0.000000,,,,,,,,,,,,
390,L,audioblock,rx,,,,,,,inf,,,,,,,
390,R,audioblock,tx,120.000000,,,,,,,,,,,,,
390,L,audioblock,rx,,0.000000,,,,,,,,,,,,
400,R,audioblock,rx,,,,,,,inf,,,,,,,
400,L,audioblock,tx,120.000000,,,,,,,,,,,,,
400,R,audioblock,rx,,0.000000,,,,,,,,,,,,
400,L,audioblock,rx,,,,,,,inf,,,,,,,
400,R,audioblock,tx,120.000000,,,,,,,,,,,,,
400,L,audioblock,rx,,0.000000,,,,,,,,,,,,
410,R,audioblock,rx,,,,,,,inf,,,,,,,
410,L,audioblock,tx,120.000000,,,,,,,,,,,,,
410,R,audioblock,rx,,0.000000,,,,,,,,,,,,
410,L,audioblock,rx,,,,,,,inf,,,,,,,
410,R,audioblock,tx,120.000000,,,,,,,,,,,,,
410,L,audioblock,rx,,0.000000,,,,,,,,,,,,
420,R,audioblock,rx,,,,,,,inf,,,,,,,
420,L,audioblock,tx,120.000000,,,,,,,,,,,,,
420,R,audioblock,rx,,0.000000,,,,,,,,,,,,
420,L,audioblock,rx,,,,,,,inf,,,,,,,
420,R,audioblock,tx,120.000000,,,,,,,,,,,,,
420,L,audioblock,rx,,0.000000,,,,,,,,,,,,
430,R,audioblock,rx,,,,,,,inf,,,,,,,
430,L,audioblock,tx,120.000000,,,,,,,,,,,,,
430,R,audioblock,rx,,0.000000,,,,,,,,,,,,
430,L,audioblock,rx,,,,,,,inf,,,,,,,
430,R,audioblock,tx,120.000000,,,,,,,,,,,,,
430,L,audioblock,rx,,0.000000,,,,,,,,,,,,
440,R,audioblock,rx,,,,,,,inf,,,,,,,
440,L,audioblock,tx,120.000000,,,,,,,,,,,,,
440,R,audioblock,rx,,0.000000,,,,,,,,,,,,
440,L,audioblock,rx,,,,,,,inf,,,,,,,
440,R,audioblock,tx,120.000000,,,,,,,,,,,,,
440,L,audioblock,rx,,0.000000,,,,,,,,,,,,
450,R,audioblock,rx,,,,,,,inf,,,,,,,
450,L,audioblock,tx,120.000000,,,,,,,,,,,,,
450,R,audioblock,rx,,0.000000,,,,,,,,,,,,
450,L,audioblock,rx,,,,,,,inf,,,,,,,
450,R,audioblock,tx,120.000000,,,,,,,,,,,,,
450,L,audioblock,rx,,0.000000,,,,,,,,,,,,
460,R,audioblock,rx,,,,,,,inf,,,,,,,
460,L,audioblock,tx,120.000000,,,,,,,,,,,,,
460,R,audioblock,rx,,0.000000,,,,,,,,,,,,
460,L,audioblock,rx,,,,,,,inf,,,,,,,
460,R,audioblock,tx,120.000000,,,,,,,,,,,,,
460,L,audioblock,rx,,0.000000,,,,,,,,,,,,
470,R,audioblock,rx,,,,,,,inf,,,,,,,
470,L,audioblock,tx,120.000000,,,,,,,,,,,,,
470,R,audioblock,rx,,0.000000,,,,,,,,,,,,
470,L,audioblock,rx,,,,,,,inf,,,,,,,
470,R,audioblock,tx,120.000000,,,,,,,,,,,,,
470,L,audioblock,rx,,0.000000,,,,,,,,,,,,
480,R,audioblock,rx,,,,,,,inf,,,,,,,
480,L,audioblock,tx,120.000000,,,,,,,,,,,,,
480,R,audioblock,rx,,0.000000,,,,,,,,,,,,
480,L,audioblock,rx,,,,,,,inf,,,,,,,
480,R,audioblock,tx,120.000000,,,,,,,,,,,,,
480,L,audioblock,rx,,0.000000,,,,,,,,,,,,
490,R,audioblock,rx,,,,,,,inf,,,,,,,
490,L,audioblock,tx,120.000000,,,,,,,,,,,,,
490,R,audioblock,rx,,0.000000,,,,,,,,,,,,
490,L,audioblock,rx,,,,,,,inf,,,,,,,
490,R,audioblock,tx,120.000000,,,,,,,,,,,,,
490,L,audioblock,rx,,0.000000,,,,,,,,,,,,
500,R,audioblock,rx,,,,,,,inf,,,,,,,
500,L,audioblock,tx,120.000000,,,,,,,,,,,,,
500,R,audioblock,rx,,0.000000,,,,,,,,,,,,
500,L,audioblock,rx,,,,,,,inf,,,,,,,
500,R,audioblock,tx,120.000000,,,,,,,,,,,,,
500,L,audioblock,rx,,0.000000,,,,,,,,,,,,
510,R,audioblock,rx,,,,,,,inf,,,,,,,
510,L,audioblock,tx,120.000000,,,,,,,,,,,,,
510,R,audioblock,rx,,0.000000,,,,,,,,,,,,
510,L,audioblock,rx,,,,,,,inf,,,,,,,
510,R,audioblock,tx,120.000000,,,,,,,,,,,,,
510,L,audioblock,rx,,0.000000,,,,,,,,,,,,
520,R,audioblock,rx,,,,,,,inf,,,,,,,
520,L,audioblock,tx,120.000000,,,,,,,,,,,,,
520,R,audioblock,rx,,0.000000,,,,,,,,,,,,
520,L,audioblock,rx,,,,,,,inf,,,,,,,
520,R,audioblock,tx,120.000000,,,,,,,,,,,,,
520,L,audioblock,rx,,0.000000,,,,,,,,,,,,
530,R,audioblock,rx,,,,,,,inf,,,,,,,
530,L,audioblock,tx,120.000000,,,,,,,,,,,,,
530,R,audioblock,rx,,0.000000,,,,,,,,,,,,
530,L,audioblock,rx,,,,,,,inf,,,,,,,
530,R,audioblock,tx,120.000000,,,,,,,,,,,,,
530,L,audioblock,rx,,0.000000,,,,,,,,,,,,
540,R,audioblock,rx,,,,,,,inf,,,,,,,
540,L,audioblock,tx,120.000000,,,,,,,,,,,,,
540,R,audioblock,rx,,0.000000,,,,,,,,,,,,
540,L,audioblock,rx,,,,,,,inf,,,,,,,
540,R,audioblock,tx,120.000000,,,,,,,,,,,,,
540,L,audioblock,rx,,0.000000,,,,,,,,,,,,
550,R,audioblock,rx,,,,,,,inf,,,,,,,
550,L,audioblock,tx,120.000000,,,,,,,,,,,,,
550,R,audioblock,rx,,0.000000,,,,,,,,,,,,
550,L,audioblock,rx,,,,,,,inf,,,,,,,
550,R,audioblock,tx,120.000000,,,,,,,,,,,,,
550,L,audioblock,rx,,0.000000,,,,,,,,,,,,
560,R,audioblock,rx,,,,,,,inf,,,,,,,
560,L,audioblock,tx,120.000000,,,,,,,,,,,,,
560,R,audioblock,rx,,0.000000,,,,,,,,,,,,
560,L,audioblock,rx,,,,,,,inf,,,,,,,
560,R,audioblock,tx,120.000000,,,,,,,,,,,,,
560,L,audioblock,rx,,0.000000,,,,,,,,,,,,
570,R,audioblock,rx,,,,,,,inf,,,,,,,
570,L,audioblock,tx,120.000000,,,,,,,,,,,,,
570,R,audioblock,rx,,0.000000,,,,,,,,,,,,
570,L,audioblock,rx,,,,,,,inf,,,,,,,
570,R,audioblock,tx,120.000000,,,,,,,,,,,,,
570,L,audioblock,rx,,0.000000,,,,,,,,,,,,
580,R,audioblock,rx,,,,,,,inf,,,,,,,
580,L,audioblock,tx,120.000000,,,,,,,,,,,,,
580,R,audioblock,rx,,0.000000,,,,,,,,,,,,
580,L,audioblock,rx,,,,,,,inf,,,,,,,
580,R,audioblock,tx,120.000000,,,,,,,,,,,,,
580,L,audioblock,rx,,0.000000,,,,,,,,,,,,
590,R,audioblock,rx,,,,,,,inf,,,,,,,
590,L,audioblock,tx,120.000000,,,,,,,,,,,,,
590,R,audioblock,rx,,0.000000,,,,,,,,,,,,
590,L,audioblock,rx,,,,,,,inf,,,,,,,
590,R,audioblock,tx,120.000000,,,,,,,,,,,,,
590,L,audioblock,rx,,0.000000,,,,,,,,,,,,
600,R,audioblock,rx,,,,,,,inf,,,,,,,
600,L,audioblock,tx,120.000000,,,,,,,,,,,,,
600,R,audioblock,rx,,0.000000,,,,,,,,,,,,
600,L,audioblock,rx,,,,,,,inf,,,,,,,
600,R,audioblock,tx,120.000000,,,,,,,,,,,,,
600,L,audioblock,rx,,0.000000,,,,,,,,,,,,
610,R,audioblock,rx,,,,,,,inf,,,,,,,
610,L,audioblock,tx,120.000000,,,,,,,,,,,,,
610,R,audioblock,rx,,0.000000,,,,,,,,,,,,
610,L,audioblock,rx,,,,,,,inf,,,,,,,
610,R,audioblock,tx,120.000000,,,,,,,,,,,,,
610,L,audioblock,rx,,0.000000,,,,,,,,,,,,
620,R,audioblock,rx,,,,,,,inf,,,,,,,
620,L,audioblock,tx,120.000000,,,,,,,,,,,,,
620,R,audioblock,rx,,0.000000,,,,,,,,,,,,
620,L,audioblock,rx,,,,,,,inf,,,,,,,
620,R,audioblock,tx,120.000000,,,,,,,,,,,,,
620,L,audioblock,rx,,0.000000,,,,,,,,,,,,
630,R,audioblock,rx,,,,,,,inf,,,,,,,
630,L,audioblock,tx,120.000000,,,,,,,,,,,,,
630,R,audioblock,rx,,0.000000,,,,,,,,,,,,
630,L,audioblock,rx,,,,,,,inf,,,,,,,
630,R,audioblock,tx,120.000000,,,,,,,,,,,,,
630,L,audioblock,rx,,0.000000,,,,,,,,,,,,
640,R,audioblock,rx,,,,,,,inf,,,,,,,
640,L,audioblock,tx,120.000000,,,,,,,,,,,,,
640,R,audioblock,rx,,0.000000,,,,,,,,,,,,
640,L,audioblock,rx,,,,,,,inf,,,,,,,
640,R,audioblock,tx,120.000000,,,,,,,,,,,,,
640,L,audioblock,rx,,0.000000,,,,,,,,,,,,
650,R,audioblock,rx,,,,,,,inf,,,,,,,
650,L,audioblock,tx,120.000000,,,,,,,,,,,,,
650,R,audioblock,rx,,0.000000,,,,,,,,,,,,
650,L,audioblock,rx,,,,,,,inf,,,,,,,
650,R,audioblock,tx,120.000000,,,,,,,,,,,,,
650,L,audioblock,rx,,0.000000,,,,,,,,,,,,
660,R,audioblock,rx,,,,,,,inf,,,,,,,
660,L,audioblock,tx,120.000000,,,,,,,,,,,,,
660,R,audioblock,rx,,0.000000,,,,,,,,,,,,
660,L,audioblock,rx,,,,,,,inf,,,,,,,
660,R,audioblock,tx,120.000000,,,,,,,,,,,,,
660,L,audioblock,rx,,0.000000,,,,,,,,,,,,
670,R,audioblock,rx,,,,,,,inf,,,,,,,
670,L,audioblock,tx,120.000000,,,,,,,,,,,,,
670,R,audioblock,rx,,0.000000,,,,,,,,,,,,
670,L,audioblock,rx,,,,,,,inf,,,,,,,
670,R,audioblock,tx,120.000000,,,,,,,,,,,,,
670,L,audioblock,rx,,0.000000,,,,,,,,,,,,
680,R,audioblock,rx,,,,,,,inf,,,,,,,
680,L,audioblock,tx,120.000000,,,,,,,,,,,,,
680,R,audioblock,rx,,0.000000,,,,,,,,,,,,
680,L,audioblock,rx,,,,,,,inf,,,,,,,
680,R,audioblock,tx,120.000000,,,,,,,,,,,,,
680,L,audioblock,rx,,0.000000,,,,,,,,,,,,
690,R,audioblock,rx,,,,,,,inf,,,,,,,
690,L,audioblock,tx,120.000000,,,,,,,,,,,,,
690,R,audioblock,rx,,0.000000,,,,,,,,,,,,
690,L,audioblock,rx,,,,,,,inf,,,,,,,
690,R,audioblock,tx,120.000000,,,,,,,,,,,,,
690,L,audioblock,rx,,0.000000,,,,,,,,,,,,
700,R,audioblock,rx,,,,,,,inf,,,,,,,
700,L,audioblock,tx,120.000000,,,,,,,,,,,,,
700,R,audioblock,rx,,0.000000,,,,,,,,,,,,
700,L,audioblock,rx,,,,,,,inf,,,,,,,
700,R,audioblock,tx,120.000000,,,,,,,,,,,,,
700,L,audioblock,rx,,0.000000,,,,,,,,,,,,
710,R,audioblock,rx,,,,,,,inf,,,,,,,
710,L,audioblock,tx,120.000000,,,,,,,,,,,,,
710,R,audioblock,rx,,0.000000,,,,,,,,,,,,
710,L,audioblock,rx,,,,,,,inf,,,,,,,
710,R,audioblock,tx,120.000000,,,,,,,,,,,,,
710,L,audioblock,rx,,0.000000,,,,,,,,,,,,
720,R,audioblock,rx,,,,,,,inf,,,,,,,
720,L,audioblock,tx,120.000000,,,,,,,,,,,,,
720,R,audioblock,rx,,0.000000,,,,,,,,,,,,
720,L,audioblock,rx,,,,,,,inf,,,,,,,
720,R,audioblock,tx,120.000000,,,,,,,,,,,,,
720,L,audioblock,rx,,0.000000,,,,,,,,,,,,
730,R,audioblock,rx,,,,,,,inf,,,,,,,
730,L,audioblock,tx,120.000000,,,,,,,,,,,,,
730,R,audioblock,rx,,0.000000,,,,,,,,,,,,
730,L,audioblock,rx,,,,,,,inf,,,,,,,
730,R,audioblock,tx,120.000000,,,,,,,,,,,,,
730,L,audioblock,rx,,0.000000,,,,,,,,,,,,
740,R,audioblock,rx,,,,,,,inf,,,,,,,
740,L,audioblock,tx,120.000000,,,,,,,,,,,,,
740,R,audioblock,rx,,0.000000,,,,,,,,,,,,
740,L,audioblock,rx,,,,,,,inf,,,,,,,
740,R,audioblock,tx,120.000000,,,,,,,,,,,,,
740,L,audioblock,rx,,0.000000,,,,,,,,,,,,
750,R,audioblock,rx,,,,,,,inf,,,,,,,
750,L,audioblock,tx,120.000000,,,,,,,,,,,,,
750,R,audioblock,rx,,0.000000,,,,,,,,,,,,
750,L,audioblock,rx,,,,,,,inf,,,,,,,
750,R,audioblock,tx,120.000000,,,,,,,,,,,,,
750,L,audioblock,rx,,0.000000,,,,,,,,,,,,
760,R,audioblock,rx,,,,,,,inf,,,,,,,
760,L,audioblock,tx,120.000000,,,,,,,,,,,,,
760,R,audioblock,rx,,0.000000,,,,,,,,,,,,
760,L,audioblock,rx,,,,,,,inf,,,,,,,
760,R,audioblock,tx,120.000000,,,,,,,,,,,,,
760,L,audioblock,rx,,0.000000,,,,,,,,,,,,
770,R,audioblock,rx,,,,,,,inf,,,,,,,
770,L,audioblock,tx,120.000000,,,,,,,,,,,,,
770,R,audioblock,rx,,0.000000,,,,,,,,,,,,
770,L,audioblock,rx,,,,,,,inf,,,,,,,
770,R,audioblock,tx,120.000000,,,,,,,,,,,,,
770,L,audioblock,rx,,0.000000,,,,,,,,,,,,
780,R,audioblock,rx,,,,,,,inf,,,,,,,
780,L,audioblock,tx,120.000000,,,,,,,,,,,,,
780,R,audioblock,rx,,0.000000,,,,,,,,,,,,
780,L,audioblock,rx,,,,,,,inf,,,,,,,
780,R,audioblock,tx,120.000000,,,,,,,,,,,,,
